Date,S,I,R,D,p_SI,p_IR,p_ID
2021-12-07,260927444,5466,4108717,143893,1.0002780696383934e-06,0.07683863885839737,0.0031101353823637027
2021-12-08,260927180,5363,4109068,143909,1.0117765424054328e-06,0.0654484430356144,0.0029834048107402573
2021-12-09,260926960,5278,4109364,143918,8.431478295688572e-07,0.05608184918529746,0.0017051913603637742
2021-12-10,260926768,5154,4109675,143923,7.358386472636644e-07,0.060341482343810635,0.0009701202949165697
2021-12-11,260926540,5186,4109865,143929,8.738091571673775e-07,0.03663709988430389,0.0011569610489780178
2021-12-12,260926377,5158,4110049,143936,6.24697287695065e-07,0.03567274137262505,0.0013571151609150834
2021-12-13,260926271,4974,4110327,143948,4.0624502697162295e-07,0.055890631282669884,0.0024125452352231603
2021-12-14,260926081,4905,4110574,143960,7.28175578584649e-07,0.05035677879714577,0.0024464831804281344
2021-12-15,260925876,4864,4110811,143969,7.856637415294143e-07,0.04872532894736842,0.001850328947368421
2021-12-16,260925663,4833,4111045,143979,8.163244563644167e-07,0.048417132216014895,0.002069108214359611
2021-12-17,260925372,4912,4111250,143986,1.1152614165861954e-06,0.041734527687296415,0.0014250814332247557
2021-12-18,260925140,4918,4111464,143998,8.891439130779043e-07,0.04351362342415616,0.0024400162667751117
2021-12-19,260924976,4923,4111619,144002,6.285331611949636e-07,0.03148486695104611,0.0008125126955108674
2021-12-20,260924843,4829,4111835,144013,5.09725323471786e-07,0.044729757713812386,0.002277904328018223
2021-12-21,260924627,4829,4112040,144024,8.278252707821251e-07,0.04245185338579416,0.002277904328018223
2021-12-22,260924448,4746,4112292,144034,6.860223385429946e-07,0.05309734513274336,0.002107037505267594
2021-12-23,260924312,4642,4112524,144042,5.212239478856995e-07,0.04997845756139595,0.0017233950883239983
2021-12-24,260924108,4659,4112706,144047,7.818365330964358e-07,0.03906417686198755,0.0010731916720326251
2021-12-25,260923853,4713,4112901,144053,9.772966214782978e-07,0.041374920432845325,0.001273074474856779
2021-12-26,260923761,4655,4113049,144055,3.525934152083604e-07,0.0317937701396348,0.0004296455424274973
2021-12-27,260923641,4496,4113320,144063,4.5990466613180523e-07,0.06027580071174377,0.0017793594306049821
2021-12-28,260923363,4614,4113472,144071,1.0654469450479985e-06,0.0329432162982228,0.0017338534893801473
2021-12-29,260923169,4528,4113742,144081,7.435138885654114e-07,0.05962897526501767,0.002208480565371025
2021-12-30,260922980,4311,4114141,144088,7.243516841636563e-07,0.09255393180236604,0.0016237531895151936
2021-12-31,260922800,4292,4114334,144094,6.898592227279486e-07,0.044967381174277725,0.0013979496738117428
