Date,S,I,R,D,p_SI,p_IR,p_ID
2020-06-03,265157287,18129,8406,1698,2.579600989807985e-06,0.02598047327486348,0.0019306084174527001
2020-06-04,265156702,18205,8892,1721,2.206242556147044e-06,0.02669596264762428,0.0012633891787970338
2020-06-05,265155999,18308,9443,1770,2.651269451384353e-06,0.03009613283810356,0.002676425606292331
2020-06-06,265155006,18806,9907,1801,3.744979266957532e-06,0.024672976709560777,0.001648410081888759
2020-06-07,265154334,18837,10498,1851,2.5343730568628004e-06,0.031374422678770504,0.002654350480437437
2020-06-08,265153487,19246,10904,1883,3.194376244427817e-06,0.021095292528317572,0.0016626831549412864
2020-06-09,265152445,19738,11414,1923,3.929814790129504e-06,0.025838484142263654,0.002026547775863816
2020-06-10,265151204,20228,12129,1959,4.680348349464783e-06,0.03534704370179949,0.0017797112912794147
2020-06-11,265150225,20659,12636,2000,3.692246536845292e-06,0.02454136211820514,0.001984607192990948
2020-06-12,265149114,21145,13213,2048,4.190095087400518e-06,0.0272877748876803,0.0022700401986285174
2020-06-13,265148100,21553,13776,2091,3.824277828126998e-06,0.026121653598106993,0.0019950818911520438
2020-06-14,265147243,21612,14531,2134,3.232166362748113e-06,0.034934295761613915,0.0019896353877475476
2020-06-15,265146226,21973,15123,2198,3.835619368762956e-06,0.0269421562827106,0.0029126655440768214
2020-06-16,265145120,22466,15703,2231,4.17130060700344e-06,0.025816789815721535,0.0014688863171013976
2020-06-17,265144089,22912,16243,2276,3.88845176178904e-06,0.023568435754189945,0.001964036312849162
2020-06-18,265142758,23625,16798,2339,5.01993722189463e-06,0.02349206349206349,0.0026666666666666666
2020-06-19,265141717,24081,17349,2373,3.926202227920248e-06,0.02288110958847224,0.00141190149910718
2020-06-20,265140491,24717,17883,2429,4.623963678184484e-06,0.021604563660638426,0.0022656471254602095
2020-06-21,265139629,25022,18404,2465,3.251117168908764e-06,0.02082167692430661,0.0014387339141555431
2020-06-22,265138675,25610,18735,2500,3.598117098533437e-06,0.012924638812963686,0.0013666536509176104
2020-06-23,265137624,26120,19241,2535,3.963979099397828e-06,0.019372128637059723,0.001339969372128637
2020-06-24,265136511,26778,19658,2573,4.197837543392883e-06,0.015572484875644185,0.0014190753603704534
2020-06-25,265135333,27118,20449,2620,4.443014013526443e-06,0.029168817759421786,0.001733166162696364
2020-06-26,265134093,27411,21333,2683,4.676878729435977e-06,0.03224982671190398,0.002298347378789537
2020-06-27,265132708,28183,21909,2720,5.223799094602843e-06,0.020437852606181032,0.0013128481708831565
2020-06-28,265131510,28320,22936,2754,4.518512341290554e-06,0.03626412429378531,0.0012005649717514125
2020-06-29,265130428,28487,23800,2805,4.081010271669007e-06,0.03032962403903535,0.0017902903078597255
2020-06-30,265129135,28703,24806,2876,4.876868775662848e-06,0.03504860119151308,0.002473609030414939
2020-07-01,265127750,29241,25595,2934,5.223896781834417e-06,0.026982661331691804,0.0019835162956123253
2020-07-02,265126126,29740,26667,2987,6.125386526411207e-06,0.03604572965702757,0.0017821116341627439
2020-07-03,265124825,30091,27568,3036,4.907122522381674e-06,0.029942507726562758,0.0016283938719218371
2020-07-04,265123378,30834,28219,3089,5.457836313476664e-06,0.02111305701498346,0.0017188817539080237
2020-07-05,265121771,31473,29105,3171,6.06136566581701e-06,0.02815111365297239,0.0026054078098687763
2020-07-06,265120562,31798,29919,3241,4.560189488433568e-06,0.025599094282659288,0.0022013963142335996
2020-07-07,265119294,32132,30785,3309,4.782752627577531e-06,0.026951325781152745,0.002116270384663264
2020-07-08,265117441,33135,31585,3359,6.989355332529782e-06,0.024143654745737136,0.001508978421608571
2020-07-09,265114784,34668,32651,3417,1.002207406132432e-05,0.030748817353178724,0.0016730125764393678
2020-07-10,265113173,35349,33529,3469,6.076650140655214e-06,0.024838043509010158,0.0014710458570256584
2020-07-11,265111502,35764,34719,3535,6.303008309311302e-06,0.03327368303321776,0.0018454311598255228
2020-07-12,265109821,36455,35638,3606,6.340768492314738e-06,0.025209161980523934,0.0019476066383212179
2020-07-13,265108539,36636,36689,3656,4.8357552149612205e-06,0.028687629653892346,0.0013647778141718527
2020-07-14,265106948,37226,37636,3710,6.001351575289532e-06,0.025439209154891743,0.001450599043679149
2020-07-15,265105426,37247,39050,3797,5.741112216994004e-06,0.037962788949445596,0.0023357585845839935
2020-07-16,265103852,37450,40345,3873,5.937295848873595e-06,0.03457943925233645,0.0020293724966622163
2020-07-17,265102390,37339,41834,3957,5.514850318776832e-06,0.03987787567958435,0.002249658533972522
2020-07-18,265100638,37598,43268,4016,6.6088109527673035e-06,0.03814032661311772,0.0015692324059790414
2020-07-19,265098999,36977,45401,4143,6.182595959179763e-06,0.057684506585174565,0.0034345674338102064
2020-07-20,265097306,36998,46977,4239,6.386334231551942e-06,0.042596897129574575,0.0025947348505324613
2020-07-21,265095651,37083,48466,4320,6.243029614997343e-06,0.04015316991613408,0.002184289296982445
2020-07-22,265093769,37037,50255,4459,7.099374712198535e-06,0.0483030483030483,0.003753003753003753
2020-07-23,265091863,36917,52164,4576,7.189960410063586e-06,0.05171059403526831,0.003169271609285695
2020-07-24,265090102,36808,53945,4665,6.643024340456137e-06,0.04838622038687242,0.0024179526189958703
2020-07-25,265088234,37218,55354,4714,7.046710341734745e-06,0.03785802568649578,0.0013165672524047504
2020-07-26,265086742,37342,56655,4781,5.628346362188117e-06,0.03484012639922875,0.0017942263403138558
2020-07-27,265085217,37292,58173,4838,5.752867011063842e-06,0.04070578140083664,0.0015284779577389252
2020-07-28,265083469,36611,60539,4901,6.594149407332526e-06,0.06462538581300702,0.0017207942967960449
2020-07-29,265081088,37319,62138,4975,8.982157188067675e-06,0.04284680725635735,0.0019829041507007155
2020-07-30,265079184,36986,64292,5058,7.182759397659833e-06,0.0582382523116855,0.0022440923592710756
2020-07-31,265077144,37338,65907,5131,7.6958728663532e-06,0.04325352188119342,0.0019551127537629225
2020-08-01,265075584,36824,67919,5193,5.885113885102296e-06,0.05463827938301108,0.0016836845535520312
2020-08-02,265074065,37244,68975,5236,5.730473858315788e-06,0.02835356030501557,0.001154548383632263
2020-08-03,265072386,37595,70237,5302,6.334118862158656e-06,0.03356829365607129,0.0017555526000797978
2020-08-04,265070464,37618,72050,5388,7.250902160113924e-06,0.0481950130256792,0.0022861396140145675
2020-08-05,265068649,37530,73889,5452,6.847282795786235e-06,0.04900079936051159,0.001705302424726885
2020-08-06,265066767,37587,75645,5521,7.100097916084667e-06,0.04671828025647165,0.0018357410806927926
2020-08-07,265064294,38076,77557,5593,9.329811883301038e-06,0.05021535875617187,0.0018909549322407816
2020-08-08,265062017,38539,79306,5658,8.590442439740432e-06,0.045382599444718334,0.001686603181193077
2020-08-09,265060124,38721,80952,5723,7.1417758787436466e-06,0.04250923271609721,0.0016786756540378607
2020-08-10,265058437,39082,82236,5765,6.364634225923546e-06,0.03285399928355765,0.0010746635279668389
2020-08-11,265056744,39242,83710,5824,6.3873115411091e-06,0.03756179603486061,0.0015034911574333622
2020-08-12,265054802,39017,85798,5903,7.326786707301383e-06,0.05351513442858241,0.0020247584386293154
2020-08-13,265052704,39290,87558,5968,7.91540689205721e-06,0.0447951132603716,0.0016543649783659965
2020-08-14,265050397,39484,89618,6021,8.704005072665483e-06,0.05217303211427413,0.001342315874784723
2020-08-15,265048052,40076,91321,6071,8.847452310270139e-06,0.042494260904281864,0.0012476295039425091
2020-08-16,265045971,40296,93103,6150,7.851468151538135e-06,0.04422275163787969,0.001960492356561445
2020-08-17,265044150,40705,94458,6207,6.870553453075648e-06,0.03328829382139786,0.0014003193710846334
2020-08-18,265042477,40460,96306,6277,6.312195761738221e-06,0.045674740484429065,0.0017301038062283738
2020-08-19,265040575,39942,98657,6346,7.176259710423583e-06,0.058860347503880625,0.0017275048820790146
2020-08-20,265038309,40119,100674,6418,8.549707431162338e-06,0.0502754305939829,0.0017946608838704853
2020-08-21,265036112,39917,102991,6500,8.2894364221582e-06,0.0580454442969161,0.002054262594884385
2020-08-22,265034022,39706,105198,6594,7.88578003770399e-06,0.05558353901173626,0.002367400392887725
2020-08-23,265031985,39355,107500,6680,7.685864783452457e-06,0.05849320289670944,0.002185236945750222
2020-08-24,265030108,37593,111060,6759,7.08221422148762e-06,0.09469848110020483,0.0021014550581225228
2020-08-25,265027661,38134,112867,6858,9.232998513313673e-06,0.04738553521791577,0.002596108459642314
2020-08-26,265025355,37812,115409,6944,8.701054282145948e-06,0.06722733523749075,0.002274410240135407
2020-08-27,265022636,37245,118575,7064,1.0259501003529375e-05,0.08500469861726406,0.003221908981071285
2020-08-28,265019633,37818,120900,7169,1.1331235976770068e-05,0.061478660955100746,0.002776455656036808
2020-08-29,265016325,39132,122802,7261,1.2482249914226981e-05,0.04860472247776756,0.002351017070428294
2020-08-30,265013467,40525,124185,7343,1.0784357611532247e-05,0.03412708204811844,0.0020234423195558296
2020-08-31,265010724,41420,125959,7417,1.0350524531980827e-05,0.04282955094157412,0.0017865765330758088
2020-09-01,265007949,42009,128057,7505,1.0471384011201867e-05,0.049941679163988666,0.002094789211835559
2020-09-02,265004874,43059,129971,7616,1.1603560166972627e-05,0.044450637497387306,0.002577858287466035
2020-09-03,265001252,44463,132055,7750,1.3667859954110707e-05,0.046870431594809164,0.003013741762814025
2020-09-04,264997983,45524,134181,7832,1.2335942949422373e-05,0.04670064141991038,0.0018012476935242948
2020-09-05,264994855,46324,136401,7940,1.1804002760732846e-05,0.04792332268370607,0.0023314048873154304
2020-09-06,264991411,47509,138575,8025,1.2996647653610177e-05,0.04575975078406197,0.0017891346902692122
2020-09-07,264988531,48207,140652,8130,1.086839490423078e-05,0.04308502914514489,0.002178106913933661
2020-09-08,264985485,48847,142958,8230,1.1494969243315347e-05,0.04720863103158843,0.0020472086310315885
2020-09-09,264982178,49806,145200,8336,1.2480084604029483e-05,0.04501465686865036,0.00212825763964181
2020-09-10,264978317,51237,147510,8456,1.4571003558755338e-05,0.045084606827097605,0.002342057497511564
2020-09-11,264974580,52179,150217,8544,1.4103239639062736e-05,0.05187910845359244,0.0016865022326989785
2020-09-12,264970774,53638,152458,8650,1.4363848293698987e-05,0.04178008128565569,0.0019762108952608225
2020-09-13,264967138,54649,155010,8723,1.3722456405141079e-05,0.046698018261999305,0.00133579754432835
2020-09-14,264963997,54277,158405,8841,1.1854440737471211e-05,0.06254951452733203,0.0021740332000663265
2020-09-15,264960490,55000,161065,8965,1.3235935667238538e-05,0.048363636363636366,0.0022545454545454544
2020-09-16,264956527,55792,164101,9100,1.4957170690873375e-05,0.05441640378548896,0.002419701749354746
2020-09-17,264952892,56720,166686,9222,1.3719419979005173e-05,0.04557475317348378,0.002150916784203103
2020-09-18,264949001,56409,170774,9336,1.4685845144968107e-05,0.07247070502933929,0.0020209541030686592
2020-09-19,264944833,56889,174350,9448,1.5731576844904917e-05,0.062859252228023,0.0019687461547926665
2020-09-20,264940844,57796,177327,9553,1.5056191185078282e-05,0.0515087549311371,0.0018167347221260987
2020-09-21,264936668,58378,180797,9677,1.5762257567155635e-05,0.05944020007537086,0.0021240878413100826
2020-09-22,264932597,58788,184298,9837,1.5366172551428242e-05,0.0595529699938763,0.0027216438728992313
2020-09-23,264928132,59453,187958,9977,1.685362730749938e-05,0.06156123324306595,0.002354801271592687
2020-09-24,264923498,60064,191853,10105,1.749184211662493e-05,0.06484749600426212,0.002131060202450719
2020-09-25,264918675,60431,196196,10218,1.820558705421579e-05,0.07186708808393043,0.0018699012096440569
2020-09-26,264914181,61628,199403,10308,1.6963984272325536e-05,0.052038034659570326,0.0014603751541507107
2020-09-27,264910307,61813,203014,10386,1.4623817562523153e-05,0.05841813210813259,0.0012618704803196738
2020-09-28,264906798,61379,206870,10473,1.3246168186291693e-05,0.06282278955343033,0.0014174228970820638
2020-09-29,264902796,61686,210437,10601,1.5107428311175697e-05,0.05782511428849334,0.0020750251272574002
2020-09-30,264898512,61321,214947,10740,1.617223127323569e-05,0.07354739811809984,0.002266760163728576
2020-10-01,264894338,61839,218487,10856,1.5757226188805894e-05,0.05724542764274972,0.0018758388719093129
2020-10-02,264890021,63187,221340,10972,1.629732967554863e-05,0.0451516925949958,0.0018358206593128334
2020-10-03,264886014,63399,225052,11055,1.5127261494447948e-05,0.058549819397782296,0.0013091689143361882
2020-10-04,264882022,63894,228453,11151,1.507086049048659e-05,0.05322878517544683,0.001502488496572448
2020-10-05,264878400,63274,232593,11253,1.3674199179699062e-05,0.06542971836773398,0.0016120365394948952
2020-10-06,264874344,63365,236437,11374,1.5312921360175222e-05,0.06066440463978537,0.0019095715300244615
2020-10-07,264869806,63951,240291,11472,1.7132945685775902e-05,0.06026489030664102,0.0015324232615596316
2020-10-08,264864956,64924,244060,11580,1.831121818924207e-05,0.058052492144661454,0.0016634834575811718
2020-10-09,264860862,65314,247667,11677,1.5457172377548177e-05,0.05522552592093579,0.001485133355788958
2020-10-10,264856568,65706,251481,11765,1.6212548672759363e-05,0.05804644933491614,0.00133929930295559
2020-10-11,264852071,66578,255027,11844,1.6979289544615265e-05,0.05326083691309442,0.0011865781489380878
2020-10-12,264848804,66262,258519,11935,1.2335339826567613e-05,0.05269988832211524,0.001373336150433129
2020-10-13,264844898,65299,263296,12027,1.474825465582501e-05,0.07315579105346177,0.001408903658555261
2020-10-14,264840771,64742,267851,12156,1.558294814056405e-05,0.07035618300330543,0.0019925241728707796
2020-10-15,264836360,63231,273661,12268,1.6655567989229274e-05,0.09188530942101185,0.001771283073176132
2020-10-16,264832059,63570,277544,12347,1.6240480915492183e-05,0.06108227151171936,0.0012427245556079912
2020-10-17,264827758,63739,281592,12431,1.62407446729961e-05,0.06350899763096378,0.0013178744567690112
2020-10-18,264823653,64032,285324,12511,1.5500881260028538e-05,0.05828335832083958,0.0012493753123438282
2020-10-19,264820280,63380,289243,12617,1.2736939935264776e-05,0.061833385926159674,0.0016724518775639004
2020-10-20,264816678,62455,293653,12734,1.3601862341917906e-05,0.07061083980465936,0.0018733488111440236
2020-10-21,264812411,62743,297509,12857,1.611329311902983e-05,0.061457054970275565,0.0019603780501410515
2020-10-22,264807979,63576,301006,12959,1.6736655809000377e-05,0.0550050333459167,0.0016043790109475274
2020-10-23,264803610,63733,305100,13077,1.6499019783000693e-05,0.06423673763984121,0.0018514741185884863
2020-10-24,264799540,63556,309219,13205,1.5370117334795973e-05,0.06480898734973882,0.002013971930266222
2020-10-25,264795808,62649,313764,13299,1.4093878706720312e-05,0.07254704783795432,0.001500422991588054
2020-10-26,264792586,61851,317672,13411,1.2168014402034655e-05,0.06318410373316519,0.001810803382322032
2020-10-27,264789066,60694,322248,13512,1.3293600272754464e-05,0.07539460243187135,0.0016640854120670906
2020-10-28,264785037,61078,325793,13612,1.5216116611604455e-05,0.058040538328039556,0.0016372507285765743
2020-10-29,264781472,60569,329778,13701,1.34639330051009e-05,0.06579273225577441,0.0014693985372055012
2020-10-30,264778575,58868,334295,13782,1.094121758152071e-05,0.07673099137052389,0.0013759597744105456
2020-10-31,264775432,58418,337801,13869,1.187043668009198e-05,0.06001574857064603,0.0014892670067444965
2020-11-01,264772736,56899,341942,13943,1.0182317260943362e-05,0.07277808045835603,0.0013005500975412573
2020-11-02,264770118,55792,345566,14044,9.887822764047715e-06,0.06495554918267853,0.001810295382850588
2020-11-03,264767145,54732,349497,14146,1.1228734592428377e-05,0.07182269970035811,0.0018636263977197982
2020-11-04,264763789,54190,353282,14259,1.2675449360637455e-05,0.06984683520944823,0.00208525558221074
2020-11-05,264759724,54306,357142,14348,1.5353543728577086e-05,0.0710787021691894,0.0016388612676315692
2020-11-06,264755946,54427,360705,14442,1.4269745616969071e-05,0.06546383228912121,0.001727083984052033
2020-11-07,264751684,54879,364417,14540,1.6098103459088858e-05,0.06763971646713679,0.001785746824832814
2020-11-08,264747804,54804,368298,14614,1.46554567833167e-05,0.07081599883220203,0.0013502664039121233
2020-11-09,264744951,53614,372266,14689,1.0776409480987609e-05,0.07401051964039243,0.0013988883500578207
2020-11-10,264741172,53846,375741,14761,1.4274319220736849e-05,0.06453589867399621,0.0013371466775619358
2020-11-11,264737402,54300,378982,14836,1.4240526542600127e-05,0.059686924493554325,0.0013812154696132596
2020-11-12,264733229,55274,382084,14933,1.576303819419662e-05,0.05612041827984224,0.001754893801787459
2020-11-13,264727785,57604,385094,15037,2.0564520645235632e-05,0.05225331574196236,0.0018054301784598292
2020-11-14,264722513,59765,388094,15148,1.991519323481188e-05,0.05019660336317242,0.0018572743244373796
2020-11-15,264718407,59911,391991,15211,1.5510821655858636e-05,0.06504648562033684,0.00105155981372369
2020-11-16,264714872,59909,395443,15296,1.3353990931042213e-05,0.05762072476589494,0.0014188185414545395
2020-11-17,264711065,60426,398636,15393,1.4381718421932985e-05,0.05284149207294873,0.0016052692549564757
2020-11-18,264706800,60870,402347,15503,1.6112166366712152e-05,0.060965993100049284,0.0018071299490717923
2020-11-19,264702002,61306,406612,15600,1.8126043489463294e-05,0.06956904707532705,0.0015822268619710958
2020-11-20,264697210,62080,410552,15678,1.8103704228692098e-05,0.06346649484536082,0.0012564432989690723
2020-11-21,264692212,63579,413955,15774,1.8882308482880485e-05,0.053523962314600736,0.001509932524890294
2020-11-22,264687852,63596,418188,15884,1.6472233111778776e-05,0.06656078998679162,0.0017296685326121139
2020-11-23,264683410,63722,422386,16002,1.6782313632728247e-05,0.06587991588462383,0.001851793729010389
2020-11-24,264679218,64878,425313,16111,1.5838039841873795e-05,0.04511544745522365,0.0016800764511853015
2020-11-25,264673684,65804,429807,16225,2.0908765527289824e-05,0.06829372074645919,0.0017324174822199259
2020-11-26,264668767,66752,433649,16352,1.8577938212104945e-05,0.057556327900287634,0.0019025647171620327
2020-11-27,264662939,68604,437456,16521,2.202046127810891e-05,0.055492391114220746,0.002463413212057606
2020-11-28,264657521,69370,441983,16646,2.0471740155081404e-05,0.06525875738791985,0.001801931670751045
2020-11-29,264651254,71658,445793,16815,2.368022030985729e-05,0.05316922046387005,0.0023584247397359683
2020-11-30,264646637,71420,450518,16945,1.7445904668722465e-05,0.06615793895267433,0.0018202184262111453
2020-12-01,264641545,72015,454879,17081,1.9241121041671668e-05,0.060556828438519755,0.0018884954523363188
2020-12-02,264636012,73429,458880,17199,2.090796319890129e-05,0.05448800882485122,0.0016069945117051846
2020-12-03,264627643,77969,462553,17355,3.162556982000554e-05,0.047108466185278766,0.002000795187831061
2020-12-04,264621840,80023,466178,17479,2.1929406884934365e-05,0.04529947640053485,0.0015495545030803643
2020-12-05,264615813,81669,470449,17589,2.2776416615737172e-05,0.052296464998959215,0.0013469002926447
2020-12-06,264609724,83285,474771,17740,2.3011248067361273e-05,0.05189409857717476,0.0018130515699105482
2020-12-07,264603970,84481,479202,17867,2.1745705478266255e-05,0.05244966323788781,0.001503296599235331
2020-12-08,264598678,85345,483497,18000,2.000009992491346e-05,0.05032515085828109,0.0015583806901400198
2020-12-09,264592620,87284,487445,18171,2.289557433612472e-05,0.045231657577562895,0.001959121946748545
2020-12-10,264586587,88622,491975,18336,2.2801609365028015e-05,0.05111597571709056,0.0018618401751258153
2020-12-11,264580277,89846,496886,18511,2.384909439035775e-05,0.05466019633595263,0.0019477773078378558
2020-12-12,264573889,91602,501376,18653,2.4144483887448168e-05,0.04901639702189908,0.0015501844937883453
2020-12-13,264567700,93165,505836,18819,2.3392878268964807e-05,0.0478720549562604,0.0017817850050984812
2020-12-14,264562211,93396,510957,18956,2.074748309387239e-05,0.05483104201464731,0.001466872242922609
2020-12-15,264556091,93662,516656,19111,2.313309051727711e-05,0.060846447865729965,0.001654886720334821
2020-12-16,264549366,94922,521984,19248,2.5420586341529922e-05,0.0561302964539306,0.0014432902804407829
2020-12-17,264542012,97139,526979,19390,2.7798987179397425e-05,0.0514211593695632,0.0014618227488444394
2020-12-18,264535323,98688,531995,19514,2.5285848120933173e-05,0.05082684824902724,0.001256485084306096
2020-12-19,264527572,102029,536260,19659,2.93012934016572e-05,0.04180184065314763,0.0014211645708573054
2020-12-20,264520590,103239,541811,19880,2.639492071297739e-05,0.053768440221234226,0.002140663896395742
2020-12-21,264513742,104809,546884,20085,2.588901411405688e-05,0.04840233186081348,0.0019559388983770476
2020-12-22,264507395,105146,552722,20257,2.3995548404232707e-05,0.05552279687291956,0.0016358206684039336
2020-12-23,264499881,106528,558703,20408,2.840833036140383e-05,0.056144863322319015,0.0014174677080204265
2020-12-24,264492682,108269,563980,20589,2.721814435682572e-05,0.04873971312194626,0.0016717620002031975
2020-12-25,264485423,108946,570304,20847,2.74457469816777e-05,0.05804710590567804,0.002368145686854038
2020-12-26,264478683,109150,576693,20994,2.5484095442202425e-05,0.05853412734768667,0.0013467704993128723
2020-12-27,264472155,108452,583676,21237,2.4683127794682203e-05,0.06438793198834507,0.002240622579574374
2020-12-28,264466301,107789,589978,21452,2.213514530155583e-05,0.058466077243503514,0.001994637671747581
2020-12-29,264458398,108636,596783,21703,2.9883717286981372e-05,0.06264037703891896,0.0023104679848300748
2020-12-30,264450396,109439,603741,21944,3.025898286043784e-05,0.06357879732088195,0.0022021400049342557
2020-12-31,264442322,109963,611097,22138,3.0532177825907914e-05,0.0668952283950056,0.0017642297863826924
2021-01-01,264434250,111005,617936,22329,3.052554652054339e-05,0.06160983739471195,0.0017206432142696274
2021-01-02,264427047,110400,625518,22555,2.7240027378893657e-05,0.06867753623188406,0.0020471014492753625
2021-01-03,264420170,110679,631937,22734,2.6007849552475518e-05,0.057996548577417574,0.0016172896394076564
2021-01-04,264413417,110089,639103,22911,2.5539551194559844e-05,0.06509278856198167,0.0016077900607690142
2021-01-05,264405972,110693,645746,23109,2.81574578050756e-05,0.06001282827279051,0.001788730994733181
2021-01-06,264397118,112593,652513,23296,3.348750571479376e-05,0.0601014272645724,0.0016608492535059906
2021-01-07,264387797,114766,659437,23520,3.525503107845783e-05,0.06033145705174006,0.0019517975707090951
2021-01-08,264377180,117704,666883,23753,4.015853410646108e-05,0.06326038197512404,0.0019795419017195675
2021-01-09,264367134,120928,673511,23947,3.80001850003034e-05,0.054809473405662876,0.0016042603863455941
2021-01-10,264357494,122873,681024,24129,3.646577161152844e-05,0.06114443368355945,0.0014812041701594328
2021-01-11,264348802,123636,688739,24343,3.288079966407414e-05,0.06240091882623184,0.0017308874437865994
2021-01-12,264338755,126313,695807,24645,3.8008047665958026e-05,0.05595623570020505,0.0023908861320687497
2021-01-13,264327477,129628,703464,24951,4.266677126419211e-05,0.05906902829635573,0.002360601104699602
2021-01-14,264315920,133149,711205,25246,4.3724191868579086e-05,0.058137875613035024,0.0022155630158694397
2021-01-15,264303102,138238,718696,25484,4.849734983435798e-05,0.05418915204213024,0.0017216684269158987
2021-01-16,264288878,143517,727358,25767,5.3819896272744404e-05,0.06035521924231973,0.0019718918316297025
2021-01-17,264277591,145482,736460,25987,4.27088803000327e-05,0.06256444096176847,0.0015122145695000068
2021-01-18,264268505,144798,745935,26282,3.43816982655576e-05,0.06543598668489896,0.002037320957471788
2021-01-19,264258140,146842,753948,26590,3.922301125709884e-05,0.054568856321760804,0.002097492543005407
2021-01-20,264245572,149388,763703,26857,4.756181874638944e-05,0.06529975633919725,0.0017872921519800787
2021-01-21,264233869,151658,772790,27203,4.429031011160799e-05,0.05991770958340477,0.002281449049835815
2021-01-22,264220237,156683,781147,27453,5.159332288389401e-05,0.053336992526311085,0.001595578333322696
2021-01-23,264208046,158751,791059,27664,4.614166822156506e-05,0.06243740196912145,0.0013291254858237113
2021-01-24,264196258,162617,798810,27835,4.461834580563968e-05,0.04766414335524576,0.0010515505758930492
2021-01-25,264186264,161636,809488,28132,3.782937026582124e-05,0.0660620158875498,0.0018374619515454478
2021-01-26,264173170,163526,820356,28468,4.956597219922069e-05,0.06646037938921028,0.00205471912723359
2021-01-27,264161222,164113,831330,28855,4.5229954304193824e-05,0.06686856007750758,0.00235813128758843
2021-01-28,264147527,166540,842122,29331,5.184602769345632e-05,0.06480124894920139,0.002858172210880269
2021-01-29,264133725,170017,852260,29518,5.225383468165604e-05,0.05962933118452861,0.0010998900109989002
2021-01-30,264119207,174083,862502,29728,5.49676040788658e-05,0.05883400446913254,0.0012063211226828582
2021-01-31,264107206,175095,873221,29998,4.5439880955008855e-05,0.06121819583654588,0.0015420200462606013
2021-02-01,264096212,175349,883682,30277,4.162876823087489e-05,0.05965816742610451,0.0015911125811952163
2021-02-02,264085833,172576,896530,30581,3.9301616001491456e-05,0.07444835898386798,0.0017615427405896532
2021-02-03,264073849,175236,905665,30770,4.5381244850185826e-05,0.05212969937684037,0.0010785455043484215
2021-02-04,264062415,174798,917306,31001,4.330036896769273e-05,0.06659687181775535,0.00132152541791096
2021-02-05,264050666,176672,926980,31202,4.449524849901344e-05,0.054756837529433076,0.0011377015033508422
2021-02-06,264038510,176433,939184,31393,4.603873881881851e-05,0.06917073336620701,0.0010825639194481757
2021-02-07,264027683,176291,949990,31556,4.100706364188334e-05,0.06129637928198263,0.0009246076090101026
2021-02-08,264019441,171288,963028,31763,3.121739811576982e-05,0.07611741628135071,0.0012084909625893234
2021-02-09,264010741,169351,973452,31976,3.2953204733439235e-05,0.061552633288259294,0.0012577427945509622
2021-02-10,264001965,168416,982972,32167,3.3242176814858176e-05,0.05652669580087403,0.0011340965228956868
2021-02-11,263993530,166492,993117,32381,3.195154063056015e-05,0.06093385868390073,0.0012853470437017994
2021-02-12,263983661,165086,1004117,32656,3.738488951405216e-05,0.06663193729328956,0.001665798432332239
2021-02-13,263974817,161731,1016036,32936,3.350319587493075e-05,0.07369644656868504,0.001731269824585268
2021-02-14,263968052,159012,1025273,33183,2.5628101388572582e-05,0.058089955475058484,0.0015533418861469574
2021-02-15,263961590,158498,1032065,33367,2.448083450323208e-05,0.04285227573849512,0.001160897929311411
2021-02-16,263951561,160689,1039674,33596,3.799560783806086e-05,0.04735233899022335,0.0014251131066843406
2021-02-17,263941874,162182,1047676,33788,3.670126249084675e-05,0.04933963078516728,0.0011838551750502522
2021-02-18,263932835,160494,1058222,33969,3.4247349330370355e-05,0.06570962154348449,0.0011277680162498287
2021-02-19,263922221,160142,1069005,34152,4.0216393904930046e-05,0.06733399108291391,0.0011427358219580123
2021-02-20,263914167,158197,1078840,34316,3.0517497759034663e-05,0.06216932053073067,0.0010366821115444667
2021-02-21,263906867,157088,1087076,34489,2.7661273399149557e-05,0.05242921165206763,0.0011012935424730087
2021-02-22,263896687,157148,1096994,34691,3.857570216483999e-05,0.06311247995520147,0.0012854124774098303
2021-02-23,263886912,158604,1104990,35014,3.7042382761294355e-05,0.050414869738468135,0.0020365186250031527
2021-02-24,263879379,158162,1112725,35254,2.854713402974925e-05,0.04890555253474286,0.001517431494290664
2021-02-25,263870886,157705,1121411,35518,3.2186195789709064e-05,0.05507751815097809,0.0016740116039440727
2021-02-26,263862654,158408,1128672,35786,3.119804896679315e-05,0.04583733144790667,0.0016918337457704157
2021-02-27,263856446,157039,1136054,35981,2.352794519183359e-05,0.04700743127503359,0.0012417297613968505
2021-02-28,263850886,155765,1142703,36166,2.1072508356102318e-05,0.04268609764709659,0.0011876865791416557
2021-03-01,263844206,153074,1151915,36325,2.531797116666644e-05,0.06018004363902426,0.0010387133020630544
2021-03-02,263838494,149645,1160863,36518,2.164960811215061e-05,0.05979484780647532,0.001289719001637208
2021-03-03,263831686,147197,1169916,36721,2.580433041693104e-05,0.061502612145627966,0.0013791041936996
2021-03-04,263824422,147845,1176356,36897,2.7533463145424802e-05,0.04355913287564679,0.0011904359295207818
2021-03-05,263817451,148356,1182687,37026,2.642357423125887e-05,0.042674377847879426,0.0008695300493407749
2021-03-06,263811684,147172,1189510,37154,2.186029031223651e-05,0.04636072078928057,0.0008697306552876906
2021-03-07,263805858,147740,1194656,37266,2.2084422401264493e-05,0.0348314606741573,0.0007580885339109246
